Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Ed Hicks Nissan,3000 S Padre Island Dr,,Corpus Christi,TX,78415,,361-854-1955,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.73082,-97.416019,2024-02-12,39717,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Clay Cooley Nissan,39690 Lyndon B Johnson Fwy,,Dallas,TX,75237,,972-709-2000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,32.64609,-96.86376,2024-02-12,39718,2024-02-12 15:25:05 UTC,P,,,2010-12-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Classic Nissan,2010 US Highway 75 N,,Denison,TX,75020,,903-463-9800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,33.775328,-96.58308,2024-02-12,39719,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Casa Nissan,5855 Montana Ave,,El Paso,TX,79925,,915-772-1488,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,31.783928,-106.417267,2024-02-12,39720,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Viva Nissan,1310 N Zaragoza Rd,,El Paso,TX,79936,,915-629-5500,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.724024,-106.302211,2024-02-12,39721,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan of Fort Worth,3451 W Loop 820 S,,Fort Worth,TX,76116,,817-560-9000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,32.72158,-97.47838,2024-02-12,39723,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Texas Nissan of Grapevine,1401 W State Highway 114,,Grapevine,TX,76051,,817-601-3600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,32.92823,-97.09447,2024-02-12,39724,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Charlie Clark Nissan,3500 W Expressway 83,,Harlingen,TX,78552,,956-423-6975,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,26.186259,-97.734663,2024-02-12,39725,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Baker Nissan North,19630 Northwest Fwy,,Houston,TX,77065,,281-890-5656,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,29.91328,-95.61141,2024-02-12,39726,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Central Houston Nissan,2901 S Loop W,,Houston,TX,77054,,713-661-9955,E,,Public - Call ahead,Dealership business hours,,,,,,1,4,,Non-Networked,,200-8,29.67646,-95.42258,2024-02-12,39727,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,McDavid Nissan,11911 Gulf Fwy,,Houston,TX,77034,,713-941-0600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.625565,-95.22531,2024-02-12,39728,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Mossy Nissan,12150 Katy Fwy,,Houston,TX,77079,,281-496-2200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,29.78628,-95.6005,2024-02-12,39729,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Tom Peacock Nissan,15300 North Fwy,,Houston,TX,77090,,855-969-1871,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,29.99016,-95.42236,2024-02-12,39730,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Robbins Nissan,18711 Highway 59 N,,Humble,TX,77338,,281-446-3181,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.990275,-95.275606,2024-02-12,39731,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Clay Cooley Nissan,1500 E Airport Fwy,,Irving,TX,75062,,972-438-4300,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-8,32.83590364848205,-96.93415799873351,2024-02-12,39732,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Katy Nissan,25550 Kingsland Blvd,,Katy,TX,77494,,281-305-8961,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.775354,-95.817237,2024-02-12,39733,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Bates Nissan,5501 E Central Texas Expy,,Killeen,TX,76543,,254-699-7181,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.078549,-97.692745,2024-02-12,39734,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Family Nissan of Laredo,3701 E Saunders St,,Laredo,TX,78041,,956-523-8888,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.528418,-99.458211,2024-02-12,39736,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Clear Lake Nissan,2150 Gulf Fwy,,League City,TX,77573,,281-557-5300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.484543,-95.10255,2024-02-12,39737,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,AutoNation Nissan - Lewisville,1601 S Stemmons Fwy,,Lewisville,TX,75067,,972-420-9500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.022937,-96.988337,2024-02-12,39738,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Patterson Nissan - Longview,3114 N Eastman Rd,,Longview,TX,75605,,903-758-4135,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.553772,-94.727241,2024-02-12,39739,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,McGavock Nissan,6312 Milwaukee Ave,,Lubbock,TX,79424,,806-783-8484,E,,Public - Call ahead,8am-pm M-Sat,,,,,,,1,,Non-Networked,,GPS,33.535048,-101.958266,2024-05-09,39740,2024-05-09 20:32:20 UTC,P,,,2011-03-15,,,,,CHADEMO J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,$0.50 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of McKinney,3800 S Central Expy,,McKinney,TX,75069,,214-544-4900,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.161606,-96.644662,2024-02-12,39741,2024-03-20 16:08:58 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Trophy Nissan,5031 N Galloway Ave,,Mesquite,TX,75150,,972-613-2200,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-9,32.829838,-96.629967,2024-02-12,39742,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Midland,4800 W Loop 250,,Midland,TX,79707,,432-694-9558,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.024113,-102.151567,2024-02-12,39743,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Twin City Nissan,10549 Highway 69,,Port Arthur,TX,77640,,409-727-2779,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.953433,-94.0071,2024-02-12,39745,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Courtesy Nissan,1777 N Central Expy,,Richardson,TX,75080,,,E,,Public - Call ahead,Dealership business hours; contact 972-231-2600 for more information,,,,,,2,1,,Non-Networked,,GPS,32.97135,-96.719803,2024-02-12,39746,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Gillman Nissan,26001 Southwest Fwy,,Rosenberg,TX,77471,,281-341-2277,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.534537,-95.772812,2024-02-12,39747,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Round Rock Nissan,3050 N IH-35,,Round Rock,TX,78681,,512-244-8500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,30.54315305,-97.69371065,2024-02-12,39748,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Jim Bass Nissan,4052 W Houston Harte Expy,,San Angelo,TX,76901,,325-949-4621,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.44646,-100.496244,2024-02-12,39749,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ancira Nissan,10835 IH-10 W,,San Antonio,TX,78230,,210-558-5001,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.543147,-98.57544,2024-02-12,39750,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Gunn Nissan,750 NE Loop 410,,San Antonio,TX,78209,,888-693-8380,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,29.517253,-98.467365,2024-02-12,39751,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ingram Park Nissan,6990 NW Loop 410,,San Antonio,TX,78238,,210-681-6300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.457047,-98.625324,2024-02-12,39752,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,World Car Nissan,12908 IH-35 N,,San Antonio,TX,78233,,210-599-5959,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.556508,-98.34469,2024-02-12,39753,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan of San Marcos,2980 S IH-35,,San Marcos,TX,78666,,512-353-5116,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.4963137,-97.6809454,2024-02-12,39754,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan of Silsbee,3480 Highway 96 Bypass,,Silsbee,TX,77656,,409-299-3221,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,30.314894,-94.18396,2024-02-12,39755,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Sterling McCall Nissan,12230 Southwest Fwy,,Stafford,TX,77477,,281-243-8600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,29.64607,-95.57668,2024-02-12,39756,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Garlyn Shelton Nissan,5420 Midway Dr,,Temple,TX,76502,,254-773-4828,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,31.079653,-97.410328,2024-02-12,39757,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Peltier Nissan,3201 W-SW Loop 323,,Tyler,TX,75701,,903-561-7300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,32.31165413012184,-95.34249985662234,2024-02-12,39758,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Victory Nissan,6003 N Navarro St,,Victoria,TX,77904,,361-578-5000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,28.851423,-96.997881,2024-02-12,39759,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Douglas Nissan,5605 Legendlake Pkwy,,Waco,TX,76712,,254-776-8016,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.495348,-97.160226,2024-02-12,39760,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Southwest Nissan,3050 Fort Worth Hwy,,Weatherford,TX,76087,,817-596-3811,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.7561,-97.705239,2024-02-12,39761,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan of Wichita Falls,4000 Kell Blvd,,Wichita Falls,TX,76309,,940-691-6888,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,33.88049,-98.545953,2024-02-12,39762,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIE AE OTC 3FL PKGSTA3,505 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.256917,-97.749169,2024-08-29,40372,2024-08-29 01:01:54 UTC,,,,2011-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PIE AE ANIMAL SERVICE2,7201 Levander Loop,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.251357,-97.689015,2024-08-29,41265,2024-08-29 01:01:30 UTC,,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PIE AE PUBDITTMAR2,1009 W Dittmar Rd,,Austin,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.18534,-97.801184,2024-08-29,41266,2024-08-29 01:01:55 UTC,,,,2011-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PIE AE MILWOOD LIB 2,12500 Amherst Dr,,Austin,TX,78727,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.422284,-97.71646,2024-08-29,41269,2024-08-29 01:01:43 UTC,,,,2011-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PIE AE PUB-STDAVIDSST1,710 Trinity St,"By main entrance, parking garage on Trinity ST.",Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.268887,-97.738936,2024-08-29,41272,2024-08-29 01:28:06 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
