Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Rountree-Moore Nissan,4262 W US 90,,Lake City,FL,32055,,386-752-5050,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,30.18082,-82.702224,2024-02-12,39969,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Bill Seidle's Nissan,10500 NW 12th St,,Miami,FL,33172,,305-633-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,25.78297,-80.36645,2024-02-12,39970,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Palmetto 57 Nissan,16725 NW 57th Ave,,Miami,FL,33055,,305-626-2600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,25.92605,-80.29188,2024-02-12,39971,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,AutoNation Nissan - Miami,3345 SW 8th St,,Miami,FL,33135,,305-707-0145,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,25.76506,-80.25052,2024-02-12,39972,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,AutoNation Nissan - Kendall,17305 S Dixie Hwy,,Palmetto Bay,FL,33157,,305-259-2600,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,25.609391,-80.348241,2024-02-12,39973,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,AutoNation Nissan - Pembroke Pines,8890 Pines Blvd,,Pembroke Pines,FL,33024,,954-949-0421,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,26.00761,-80.2628,2024-02-12,39974,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Alan Jay Nissan,1700 Flare Rd,,Sebring,FL,33870,,863-402-4280,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,27.48602,-81.48261,2024-02-12,39975,2024-02-12 15:25:05 UTC,P,,,2017-01-16,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Wallace Nissan,4313 S Federal Hwy,,Stuart,FL,34997,,772-286-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.152729,-80.217708,2024-02-12,39976,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Courtesy Nissan - Tampa,3800 W Hillsborough Ave,,Tampa,FL,33614,,813-870-3333,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,27.995139,-82.506186,2024-02-12,39978,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ferman Nissan - North Tampa,11001 N Florida Ave,,Tampa,FL,33612,,813-933-6641,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,28.04892,-82.45832,2024-02-12,39979,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,MD,false,
ELEC,Sutherlin Nissan,946 S US Highway 1,,Vero Beach,FL,32962,,772-778-3600,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,27.585356,-80.376442,2024-02-12,39980,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Hill Nissan,6401 Cypress Gardens Blvd,,Winter Haven,FL,33884,,863-299-2161,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,27.98288,-81.67614,2024-02-12,39982,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Jupiter Town Hall Complex,210 Military Trail,"South of Indiantown Rd, on the west side of Military Trail. EVSE in southwest corner of parking lot near the cell tower.",Jupiter,FL,33458,,561-746-5134,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,26.9322,-80.1027,2022-10-11,40594,2023-02-14 15:54:11 UTC,LG,,,2011-07-14,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,LEE COUNTY GOV ADMIN EAST,2201 2nd St,,Fort Myers,FL,33901,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.642789,-81.869132,2024-09-02,41800,2024-09-02 00:53:02 UTC,,,,2011-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,OUC OUC GARDENIA 01,3800 Gardenia Ave,OUC Gardenia Offices. Located under solar canopy adjacent DC Fast charging station.,Orlando,FL,32839,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.503733,-81.422651,2024-09-02,41810,2024-09-02 00:47:20 UTC,,,,2011-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY OF TAMPA TWIGGS GARAGE 1,901 E Twiggs St,"Twiggs Street Garage, Level 1, near Twiggs St exit. Parking Rates Appl",Tampa,FL,33602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.951258,-82.451781,2024-09-02,41814,2024-09-02 00:54:28 UTC,,,,2011-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY BRADENTON RIVERWALK,808 3rd Ave W,"Enter parking lot from 3rd Ave W, drive toward riverwalk. Station is located in parking spaces near clock tower.",Bradenton,FL,34205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.499076,-82.569442,2024-09-02,42110,2024-09-02 00:48:32 UTC,,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,OUC OUC PERSHING 01,5971 Pershing Ave,"Orlando Utilities Offices, Pershing office. Located outside of Pershing Training Center.",Orlando,FL,32822,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.499373,-81.303897,2024-09-02,42125,2024-09-02 00:47:20 UTC,,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DON CESAR HOTEL EV CHARGER 01,3400 Gulf Blvd,The Don CeSar Resort. Please see attendants for parking instructions.,Saint Pete Beach,FL,33706,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.709441,-82.736735,2024-09-02,42136,2024-09-02 00:49:37 UTC,,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITY BRADENTON JUDICIALGARAGE2,615 12th St W,Judicial Parking Garage. Level 1. Spaces 38 & 39. Garage rules apply.,Bradenton,FL,34205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.493279,-82.573234,2024-09-02,42285,2024-09-02 00:48:31 UTC,,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ACCESS MAIL EVSE UNIT 01,14240 62nd St N,In front entrance parking lot,Clearwater,FL,33760,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.901732,-82.721249,2024-09-02,43415,2024-09-02 01:06:02 UTC,,,,2012-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Tampa Area Electrical JATC,5625 Harney Rd,,Tampa,FL,33610,,813-621-3002,E,,Public - Card key at all times,8am-7pm M-F; front desk can provide key,CleanEnergy,,,,,1,,,Non-Networked,,200-9,27.988197,-82.392164,2023-01-10,43551,2023-02-14 15:54:11 UTC,P,,,2012-03-06,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,false,,,,,,,,LD,false,
ELEC,Carmine's Coal Fired Pizza,4575 Military Trail,"East side of Military Trail, 0.7 miles north of Donal Ross Rd",Jupiter,FL,33458,,561-340-3930,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,2,,,Non-Networked,,200-9,26.892152,-80.102668,2022-10-11,43971,2024-08-29 21:42:09 UTC,P,,,2012-02-15,,,,,J1772 NEMA520,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Weston Nissan,3650 Weston Rd,,Davie,FL,33331,,954-888-6800,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,26.073774,-80.361864,2024-02-12,44465,2024-02-12 15:25:05 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,CITY OF ORLANDO GEICO UNIT 01,400 W South St,Geico Garage at Amway Center. Enter through ticket booth. Stations are on right. Parking Fees Apply,Orlando,FL,32805,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.537663,-81.384224,2024-09-02,45003,2024-09-02 00:47:51 UTC,,,,2012-03-15,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Solar by Harrimans,140 James St,Bypass US 41,Venice,FL,34285,,866-777-9276,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,27.083031,-82.42344,2022-10-11,46311,2023-02-14 15:54:11 UTC,P,,,2012-05-11,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Harbor Nissan,4336 Tamiami Trail,,Port Charlotte,FL,33980,,941-629-1171,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,26.966836,-82.076851,2024-02-12,46560,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Fuccillo Nissan,15299 US Highway 19 N,,Clearwater,FL,33764,,727-507-3200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.911345,-82.728797,2024-02-12,46562,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Lokey Nissan,27758 US Highway 19 N,,Clearwater,FL,33761,,727-789-8100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,28.024503,-82.738817,2024-02-12,46564,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Coral Springs Nissan,9350 W Atlantic Blvd,,Coral Springs,FL,33071,,954-753-1700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,26.23871,-80.251886,2024-02-12,46566,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Daytona Nissan,950 N Tomoka Farms Rd,,Daytona Beach,FL,32124,,386-274-6800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.215495,-81.10534,2024-02-12,46568,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Sutherlin Nissan,13985 S Tamiami Trail,,Fort Myers,FL,33912,,239-415-8600,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,26.53942,-81.87056,2024-02-12,46571,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Sutherlin Nissan,4815 S US Highway 1,,Fort Pierce,FL,34982,,772-464-4645,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.377265,-80.326861,2024-02-12,46573,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Gainesville Nissan,3915 N Main St,,Gainesville,FL,32609,,352-378-2311,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.689296,-82.318596,2024-02-12,46575,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Coggin Nissan,10600 Atlantic Blvd,,Jacksonville,FL,32225,,,E,,Public - Call ahead,Dealership business hours; contact 904-642-7900 for more information,,,,,,1,1,,Non-Networked,,200-8,30.32348,-81.52433,2024-02-12,46577,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Coggin Nissan at the Avenues,10859 Philips Hwy,,Jacksonville,FL,32256,,904-880-3000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,30.17231,-81.54441,2024-02-12,46579,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Jenkins Nissan,4401 State Rd 33 N,,Lakeland,FL,33805,,863-686-2800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,28.09809,-81.949333,2024-02-12,46582,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Jenkins Nissan,10234 US Highway 441,,Leesburg,FL,34788,,352-343-5111,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,28.82269,-81.78743,2024-02-12,46584,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Bill Ray Nissan,2724 N Highway 17-92,,Longwood,FL,32750,,407-831-1318,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-8,28.72491,-81.31669,2024-02-12,46586,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Miller & Miller Nissan,4770 Highway 90,,Marianna,FL,32446,,850-482-6317,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,30.782356,-85.245729,2024-02-12,46588,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan of Melbourne,440 S Harbor City Blvd,,Melbourne,FL,32901,,321-723-2941,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,28.101637,-80.614492,2024-02-12,46590,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Maus Nissan,3923 US 19 N,,New Port Richey,FL,34652,,727-847-5555,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,28.21583,-82.739071,2024-02-12,46595,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Pearson Nissan of Ocala,2060 SW College Rd,,Ocala,FL,34471,,352-622-4111,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,29.171608,-82.161506,2024-02-12,46597,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Reed Motors,3776 W Colonial Dr,,Orlando,FL,32808,,407-297-7333,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,28.551681,-81.424557,2024-02-12,46601,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Sutherlin Nissan - Orlando,8125 E Colonial Dr,,Orlando,FL,32807,,407-657-9500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,28.56946,-81.27722,2024-02-12,46604,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Universal Nissan,12785 S Orange Blossom Trail,,Orlando,FL,32837,,407-926-7000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,28.38053,-81.403658,2024-02-12,46606,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
